ctmString,ctm,open,high,low,close,vol
"May 5, 2023, 10:30:00 AM",1683275400000,126074.0,32.0,-26.0,32.0,6560.0
"May 5, 2023, 10:45:00 AM",1683276300000,126105.0,1.0,-60.0,-35.0,11180.0
"May 5, 2023, 11:00:00 AM",1683277200000,126069.0,0.0,-73.0,-40.0,8298.0
"May 5, 2023, 11:15:00 AM",1683278100000,126030.0,31.0,-9.0,15.0,7085.0
"May 5, 2023, 11:30:00 AM",1683279000000,126049.0,4.0,-50.0,-19.0,7165.0
"May 5, 2023, 11:45:00 AM",1683279900000,126029.0,64.0,-10.0,29.0,6099.0
"May 5, 2023, 12:00:00 PM",1683280800000,126059.0,65.0,-9.0,53.0,5789.0
"May 5, 2023, 12:15:00 PM",1683281700000,126111.0,42.0,-27.0,40.0,6859.0
"May 5, 2023, 12:30:00 PM",1683282600000,126152.0,0.0,-63.0,-43.0,6071.0
"May 5, 2023, 12:45:00 PM",1683283500000,126109.0,36.0,-30.0,30.0,7009.0
"May 5, 2023, 1:00:00 PM",1683284400000,126140.0,28.0,-82.0,-3.0,7908.0
"May 5, 2023, 1:15:00 PM",1683285300000,126137.0,32.0,-40.0,-21.0,7232.0
"May 5, 2023, 1:30:00 PM",1683286200000,126116.0,4.0,-89.0,-78.0,6710.0
"May 5, 2023, 1:45:00 PM",1683287100000,126035.0,14.0,-38.0,4.0,6658.0
"May 5, 2023, 2:00:00 PM",1683288000000,126040.0,41.0,-21.0,-15.0,7791.0
"May 5, 2023, 2:15:00 PM",1683288900000,126030.0,42.0,-78.0,-55.0,11212.0
"May 5, 2023, 2:30:00 PM",1683289800000,125975.0,11.0,-421.0,-331.0,13923.0
"May 5, 2023, 2:45:00 PM",1683290700000,125640.0,138.0,-35.0,47.0,16201.0
"May 5, 2023, 3:00:00 PM",1683291600000,125689.0,182.0,-10.0,175.0,15721.0
"May 5, 2023, 3:15:00 PM",1683292500000,125865.0,69.0,-88.0,-59.0,17099.0
"May 5, 2023, 3:30:00 PM",1683293400000,125807.0,87.0,-82.0,-7.0,20407.0
"May 5, 2023, 3:45:00 PM",1683294300000,125807.0,172.0,-20.0,155.0,16315.0
"May 5, 2023, 4:00:00 PM",1683295200000,125961.0,41.0,-37.0,10.0,14888.0
"May 5, 2023, 4:15:00 PM",1683296100000,125972.0,218.0,-15.0,151.0,13769.0
"May 5, 2023, 4:30:00 PM",1683297000000,126123.0,13.0,-91.0,-35.0,14183.0
"May 5, 2023, 4:45:00 PM",1683297900000,126091.0,109.0,-12.0,70.0,11042.0
"May 5, 2023, 5:00:00 PM",1683298800000,126161.0,155.0,-15.0,154.0,11356.0
"May 5, 2023, 5:15:00 PM",1683299700000,126314.0,20.0,-52.0,12.0,11483.0
"May 5, 2023, 5:30:00 PM",1683300600000,126327.0,86.0,-32.0,41.0,11559.0
"May 5, 2023, 5:45:00 PM",1683301500000,126371.0,147.0,-7.0,102.0,10624.0
"May 5, 2023, 6:00:00 PM",1683302400000,126474.0,2.0,-45.0,-43.0,7093.0
"May 5, 2023, 6:15:00 PM",1683303300000,126430.0,23.0,-39.0,-37.0,6756.0
"May 5, 2023, 6:30:00 PM",1683304200000,126394.0,62.0,-2.0,60.0,7473.0
"May 5, 2023, 6:45:00 PM",1683305100000,126454.0,64.0,-20.0,14.0,7052.0
"May 5, 2023, 7:00:00 PM",1683306000000,126468.0,1.0,-53.0,-26.0,6659.0
"May 5, 2023, 7:15:00 PM",1683306900000,126442.0,21.0,-92.0,-80.0,6128.0
"May 5, 2023, 7:30:00 PM",1683307800000,126362.0,9.0,-47.0,-26.0,6443.0
"May 5, 2023, 7:45:00 PM",1683308700000,126334.0,24.0,-18.0,1.0,4662.0
"May 5, 2023, 8:00:00 PM",1683309600000,126336.0,26.0,-18.0,-18.0,6995.0
